id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
39788966,"Apartment w/Parking, minutes to airport / Downtown",305860570,Joseph,,East Boston,42.38402,-71.01792,Entire home/apt,180,2,7,2020-03-08,1.54,1,200
39793021,"Taylor House Bed and Breakfast, Queen Bed",305503541,Taylor House Bed And Breakfast,,Jamaica Plain,42.31433,-71.11787,Private room,189,1,1,2020-02-02,0.41,1,324
39796987,"Home In JP; 900ft- Subway Station, Coffee Shops",306004609,Lillyana,,Jamaica Plain,42.30899,-71.1059,Private room,90,1,2,2019-12-15,0.44,1,45
39820036,143-32 Boston Affordable and Classy Studio!,285344759,Bv,,Back Bay,42.35223,-71.07127,Private room,140,2,10,2020-03-12,1.92,34,165
39839798,Your comfort place,292399041,Henrique,,Dorchester,42.30897,-71.06646,Entire home/apt,350,1,0,,,4,346
39855122,Spacious Queen Room in Allston,297860058,June,,Allston,42.35053,-71.14328,Private room,45,91,0,,,86,364
39867786,Sonder | The Conrad | Gorgeous 4BR,224829568,Sonder (Boston),,Downtown,42.35626,-71.06205,Entire home/apt,282,30,3,2020-03-04,0.91,34,365
39885632,Cozy 1F Apt Walk to Airport/T Mins to DWTN/Casino,271849582,Henry,,East Boston,42.38057,-71.02713,Entire home/apt,200,2,3,2020-01-19,0.61,5,365
39893738,★ Ashmont Apartment | Close to Subway + Downtown ★,102027626,Romo & Nayeli,,Dorchester,42.28982,-71.06748,Entire home/apt,199,2,2,2020-02-17,0.75,6,113
39901056,Deep Discount Longs Stay 2br Apt Flex Cancellation,914769,Michael,,East Boston,42.36627,-71.03789,Entire home/apt,67,1,5,2020-03-01,1.15,2,306
39901097,Cleaned & Sanitized 2BR 1Bath/Airport/Conv. Center,301550136,Eryka,,East Boston,42.37941,-71.02822,Private room,155,1,31,2020-04-01,6.37,1,315
39907832,"Airy Back Bay 1BR w/ A/C, nr. Esplanade & Copley Mall, by Blueground",107434423,Blueground,,Back Bay,42.35022,-71.09091,Entire home/apt,199,32,0,,,134,305
39907990,"Longwood 1BR w/ Doorman, Gym, near T Station, by Blueground",107434423,Blueground,,Mission Hill,42.33355,-71.10185,Entire home/apt,125,32,0,,,134,326
39908091,Brighton 2BR near St. Elizabeth's Hospital,107434423,Blueground,,Brighton,42.34965,-71.14948,Entire home/apt,191,32,0,,,134,308
39908108,Longwood 2BR w/ Gym + W/D near Harvard Medical by Blueground,107434423,Blueground,,Mission Hill,42.33355,-71.10185,Entire home/apt,191,32,0,,,134,327
39908209,"Longwood 1BR w/ Doorman, Gym, near Harvard Medical by Blueground",107434423,Blueground,,Mission Hill,42.33355,-71.10185,Entire home/apt,142,32,0,,,134,350
39913058,Spacious Luxury in a Hilltop Home w/ Killer Views,30240262,Matthew,,Dorchester,42.31408,-71.06573,Private room,249,2,0,,,3,113
39913699,Cozy fully renovated condo in historic Fort Hill,64051705,Nina,,Roxbury,42.32356,-71.09354,Entire home/apt,180,3,1,2019-12-01,0.22,1,53
39951411,Cozy room in brand new 4 bed 2 bath.,1457776,Dana,,Dorchester,42.31092,-71.05621,Private room,48,91,0,,,1,90
39966579,201C monthly rental room with private bath BU Med,41932249,Ann,,Roxbury,42.32555,-71.08275,Private room,45,91,0,,,18,90
39968634,Cozy & Comfortable Private Rm in Milton/Mattapan,278520291,Glen,,Mattapan,42.2672,-71.09621,Private room,45,1,22,2020-03-21,4.20,2,179
39971003,143-42 Boston Affordable and Stylish Studio!,285344759,Bv,,Bay Village,42.34954,-71.07032,Private room,140,2,2,2020-03-03,0.69,34,166
39976209,Abbot St apartment,279594960,Azeb,,Dorchester,42.29787,-71.08629,Entire home/apt,76,91,0,,,2,364
39984676,Country home in the city of Boston.,42947943,Emily,,Jamaica Plain,42.30574,-71.12879,Entire home/apt,207,2,5,2020-03-09,1.58,1,11
39999591,Ideally Located Spacious Boston House,308457137,Victor,,South Boston,42.336,-71.04737,Entire home/apt,265,2,22,2020-03-13,4.49,1,185
40011705,Double Occupancy Room in Boston!,244600805,Bay Village,,Bay Village,42.34946,-71.06915,Private room,300,2,0,,,26,0
40012018,Double Occupancy Room in Boston!,285344759,Bv,,Bay Village,42.34925,-71.06885,Private room,300,2,0,,,34,0
40012368,Evon | Back Bay Convention CTR | Beautiful 1BR S14,212359760,Corporate,,Back Bay,42.34229,-71.0828,Entire home/apt,299,1,3,2020-01-21,0.68,42,86
40023655,Steps away from the Shawmut station!!(room 2),67637928,Yuki,,Dorchester,42.29047,-71.06637,Private room,32,30,0,,,4,165
40031197,Sonder | Financial District | Airy 1BR + Sofa Bed,224829568,Sonder (Boston),,Downtown,42.35803,-71.05472,Entire home/apt,114,30,0,,,34,365
40035442,"5-32 Private Room, Full Size Bed, Location!",285344759,Bv,,Bay Village,42.34945,-71.07014,Private room,145,2,7,2020-03-09,1.56,34,166
40084126,2 Br. Condo with Amazing Views of Boston Skyline,309250919,Heather,,Charlestown,42.38,-71.06542,Entire home/apt,140,91,0,,,1,180
40087264,Sonder | Financial District | Warm 2BR,224829568,Sonder (Boston),,Downtown,42.3569,-71.05344,Entire home/apt,125,30,0,,,34,365
40088651,Sonder | Financial District | Sun-Filled 2BR,224829568,Sonder (Boston),,Downtown,42.35691,-71.05298,Entire home/apt,125,30,0,,,34,365
40104343,"Modern Fenway Studio w/ City View, A/C, near Fenway Park, by Blueground",107434423,Blueground,,Fenway,42.34425,-71.09576,Entire home/apt,142,32,0,,,134,225
40115277,5-21 Welcoming Private Studio for One!,285344759,Bv,,Bay Village,42.34905,-71.06966,Private room,124,2,3,2020-02-08,1.20,34,169
40117655,5-24 Studio for One!,285344759,Bv,,Bay Village,42.34876,-71.06928,Private room,129,2,7,2020-03-10,1.79,34,108
40117803,5-23 Perfect Downtown Studio for Two!,285344759,Bv,,Bay Village,42.34915,-71.06989,Entire home/apt,170,2,13,2020-03-20,2.85,34,108
40134575,Sonder | Financial District | Iconic 1BR,224829568,Sonder (Boston),,Downtown,42.3583,-71.05389,Entire home/apt,114,30,0,,,34,365
40158763,"Close to Universities, Hospitals,Museums, Downtown",49565531,Maria,,Jamaica Plain,42.32036,-71.10592,Private room,150,3,0,,,2,152
40159488,5-1 Pet Friendly! Private Room in Downtown Boston!,285344759,Bv,,Bay Village,42.3491,-71.06954,Entire home/apt,170,2,11,2020-03-18,2.52,34,330
40159691,Ensuite  Master Heaven with bathroom,227889113,Lee,,Dorchester,42.29939,-71.08294,Private room,80,2,1,2020-01-06,0.30,4,298
40160444,Your home away from home!,20447366,Jason,,Dorchester,42.29728,-71.05765,Private room,95,1,1,2020-02-04,0.42,1,237
40176444,Queen Bed in your own Boston oasis.,285904748,AAA Homestays,,Roxbury,42.30921,-71.08688,Private room,45,91,1,2020-02-15,0.50,3,327
40204564,2 Private bedroom close fenway & Downtown,261924568,Hugo,,Jamaica Plain,42.32521,-71.10553,Private room,200,1,3,2020-02-23,0.70,11,0
40204755,4 Private bedroom close fenway & Downtown Boston,261924568,Hugo,,Jamaica Plain,42.3253,-71.10533,Private room,250,1,4,2020-03-18,0.85,11,0
40209504,Comfort and convenient Room,26098645,Manuela,,Dorchester,42.32117,-71.06183,Private room,89,5,10,2020-03-11,2.59,10,90
40227108,Savin Hill Cozy ( B),310681680,Frank,,Dorchester,42.31061,-71.05163,Private room,85,1,7,2020-03-02,1.54,6,175
40252561,Savin Hill Cozy (C),310681680,Frank,,Dorchester,42.30905,-71.05234,Private room,85,1,17,2020-03-18,3.86,6,173
40256323,New! Awesome Location Beautiful 3 Bed Free Parking,26638332,Hannah,,Allston,42.35363,-71.13741,Entire home/apt,88,3,3,2020-03-14,0.79,2,44
40258908,Spacious bedroom,293373619,Jihane,,Brighton,42.34251,-71.15373,Private room,50,91,0,,,7,365
40265104,Classic furnished 1BR in Fenway in Brownstone Bldg,275849638,Steven,,Fenway,42.34787,-71.09397,Entire home/apt,400,1,21,2020-03-15,4.50,22,160
40266556,2Double/daybed 3.6mi to Downtown Freeprk walk to T,292030808,Eder & Marco,,Dorchester,42.31245,-71.06519,Private room,47,3,2,2019-12-30,0.42,5,0
40283311,Blue Waters,92691757,Melissa,,Charlestown,42.37067,-71.05981,Private room,310,1,0,,,8,164
40287437,Sutton Comfort Room 1,311212997,Elisio,,Mattapan,42.28164,-71.08893,Private room,54,1,16,2020-03-18,5.65,2,251
40299766,Back Bay 1 Bedoom around the corner for Newbury St,38997,Michelle,,Back Bay,42.34921,-71.08368,Entire home/apt,84,91,0,,,9,364
40302103,Stylish retreat gather +king mn2 Downtown Freeprkg,292030808,Eder & Marco,,Dorchester,42.31389,-71.06524,Entire home/apt,107,2,8,2020-01-12,1.69,5,287
40307387,Beautiful place in the heart of the City!,311403664,Nura,,Chinatown,42.35222,-71.06095,Entire home/apt,174,2,15,2020-03-16,3.36,1,47
40322765,Luxury Boston Apartment Fenway,158837906,Hesham,,Fenway,42.34365,-71.1003,Entire home/apt,200,28,0,,,4,365
40324158,Deep Cleaned Secluded location close to Boston MGH,914769,Michael,,East Boston,42.36712,-71.03788,Entire home/apt,350,1,0,,,2,318
40327946,Near subway Savin hill-cozy and comfort(2),310681680,Frank,,Dorchester,42.31005,-71.05204,Private room,60,1,6,2020-03-08,1.38,6,360
40329958,Cozy 2bd Apt Walk to Airport/T Mins to DWTN/Casino,271849582,Henry,,East Boston,42.38207,-71.02904,Entire home/apt,200,2,1,2020-03-08,0.79,5,361
40343727,Stylish King 3.6mi to Downtown Freak walk to T,292030808,Eder & Marco,,Dorchester,42.31205,-71.06541,Private room,36,3,1,2019-11-25,0.21,5,0
40344083,2Double/sofabed 3.6mi to Downtown Freak walk to T,292030808,Eder & Marco,,Dorchester,42.31396,-71.06676,Private room,58,3,2,2019-12-30,0.42,5,0
40344334,Cozy Double 3.6mi to Downtown Freeprk walk to T,292030808,Eder & Marco,,Dorchester,42.31329,-71.06521,Private room,36,3,1,2019-11-25,0.21,5,0
40350981,Beautiful Remodeled South End Condo,8034830,Robert,,Back Bay,42.34578,-71.08369,Entire home/apt,119,3,4,2020-03-19,2.18,1,202
40351759,Boston Marathon 2020 at Boston Custom House,311590009,James,,Downtown,42.35828,-71.05466,Entire home/apt,600,3,0,,,1,164
40364138,Shared room 5 mins from Northeastern University,256237272,Ajith Kumar,,Mission Hill,42.33539,-71.09713,Shared room,20,180,0,,,1,0
40365393,"Smart South Boston 1BR w/ W/D in unit, nr. Carson Beach, by Blueground",107434423,Blueground,,South Boston,42.33096,-71.04379,Entire home/apt,129,32,0,,,134,304
40365443,"Mod South Boston 1BR w/ Doorman, W/D, nr. Seaport, by Blueground",107434423,Blueground,,South Boston,42.34114,-71.04958,Entire home/apt,152,32,0,,,134,309
40375320,Modern Studio in Boston Near Metro + Pet-Friendly,48005494,Zeus,,Downtown,42.35471,-71.05214,Entire home/apt,184,31,0,,,28,0
40375467,Lovely Studio in Boston Near Metro + Pet-Friendly,48005494,Zeus,,Downtown,42.35411,-71.05356,Entire home/apt,167,31,0,,,28,181
40376946,Savin hill cozy(A),310681680,Frank,,Dorchester,42.30968,-71.05228,Private room,50,1,3,2020-01-16,0.66,6,361
40406713,Deep Cleaned 2br Apt. safe neighbor near Hospitals,5784364,Chen,,East Boston,42.36678,-71.03783,Entire home/apt,114,1,14,2020-03-20,3.44,2,306
40418140,"Smart East Boston 1BR w/ W/D, Gym, near Waterfront & T, by Blueground",107434423,Blueground,,East Boston,42.36633,-71.04087,Entire home/apt,152,32,0,,,134,0
40423770,"Bright Fenway 1BR w/ City View, A/C, near Greenline, by Blueground",107434423,Blueground,,Fenway,42.34359,-71.0956,Entire home/apt,113,32,0,,,134,0
40423797,"Lux South Boston 1BR w/ Doorman, W/D, nr. Seaport, by Blueground",107434423,Blueground,,South Boston,42.34114,-71.04958,Entire home/apt,171,32,0,,,134,320
40423936,"Airy Brighton 2BR w/ W/D in unit, Gym, near Commuter Rail, by Blueground",107434423,Blueground,,Brighton,42.36149,-71.14483,Entire home/apt,176,32,0,,,134,330
40423982,"Brighton 1BR w/ W/D in building, Gym & Pool, by Blueground",107434423,Blueground,,Brighton,42.33884,-71.15456,Entire home/apt,145,32,0,,,134,333
40424027,2-2 ★ALLSTON★ 3 Mins to Green Line T,290984032,Turana,,Allston,42.35134,-71.13511,Private room,77,1,4,2020-03-16,0.95,9,0
40424417,2-3 ★ALLSTON★ 3 Mins to Green Line T,290984032,Turana,,Allston,42.3508,-71.13501,Private room,77,1,3,2020-02-15,0.79,9,6
40429003,"Renovated,Fully Furnished 1 Bedroom in Back Bay",266312920,STARS Of,,Back Bay,42.35251,-71.08245,Entire home/apt,150,28,0,,,11,187
40439006,Bright Spacious Apt w/ Free On Street Parking,116319471,Greg And Alicia,,Dorchester,42.29192,-71.06842,Entire home/apt,190,1,3,2020-03-16,2.00,2,359
40469593,★ Tiny & Cozy Room | Walking to Airport + Subway ★,1407005,Izzy,,East Boston,42.37815,-71.03389,Private room,65,1,11,2020-03-11,2.82,3,88
40474148,Deep Cleaned away from crowd safe neighborhood MGH,5784364,Chen,,East Boston,42.36711,-71.03879,Entire home/apt,154,1,12,2020-03-13,2.79,2,318
40481158,Hospital Haven,235950637,Lorraine,,Mission Hill,42.32892,-71.10808,Private room,65,32,1,2020-04-10,1,1,182
40483415,Nice room on Green T 10 mins walk  to BC,293373619,Jihane,,Brighton,42.34202,-71.1538,Private room,60,30,0,,,7,288
40485312,No3,310681680,Frank,,Dorchester,42.31083,-71.0517,Private room,60,1,5,2020-03-05,2.03,6,360
40485818,Downtown Boston/UMASS/Lovely Private Room(4),310681680,Frank,,Dorchester,42.30955,-71.05333,Private room,60,1,6,2020-03-13,1.38,6,360
40493715,"Sunny, Private, Furnished 1 Bed Condo with Porch",266312920,STARS Of,,Brighton,42.33739,-71.15024,Entire home/apt,125,28,0,,,11,341
40493790,"Furnished , Newly Renovated, Spacious Studio",266312920,STARS Of,,Brighton,42.33697,-71.15209,Entire home/apt,125,31,0,,,11,293
40502847,"★ Modern Clean Room by Airport, 15 min Downtown ★",1407005,Izzy,,East Boston,42.37705,-71.03596,Private room,75,1,9,2020-03-14,2.20,3,90
40512386,Venn | Downtown Crossing | Cozy 1-bed,277913848,Venn,,Chinatown,42.35187,-71.05924,Entire home/apt,195,2,12,2020-03-22,2.67,7,173
40512451,143-33 Boston Modern Studio for Two!,285344759,Bv,,Bay Village,42.349,-71.07054,Private room,140,2,5,2020-03-01,1.16,34,166
40530153,One bedroom available,260850604,Kat,,Jamaica Plain,42.32293,-71.10028,Private room,27,271,0,,,1,170
40532644,Spacious Queen Room in Brighton,297860058,June,,Brighton,42.34188,-71.14443,Private room,53,30,0,,,86,245
40535628,Elm Hill Suite,276272964,David,,Roxbury,42.30991,-71.08417,Private room,79,1,0,,,1,86
40540038,spacious rm 10 min walkTo Bc 3min greenT &Elz hosp,293373619,Jihane,,Brighton,42.34405,-71.15407,Private room,60,28,0,,,7,365
40540109,2-4 ★ALLSTON★ 3 Mins to Green Line T,290984032,Turana,,Allston,42.3504,-71.13505,Private room,77,1,2,2020-02-28,0.47,9,0
40540267,2-5 ★ALLSTON★ 3 Mins to Green Line T,290984032,Turana,,Allston,42.34997,-71.13613,Private room,77,1,6,2020-03-04,1.57,9,0
40567601,"Renovated, Sunny, Spacious Studio in Boston",96961013,Deb,,Brighton,42.33716,-71.15201,Entire home/apt,79,28,0,,,3,294
40572099,"Newly Renovated 1 Bed in Victorian Home, Sleeps 4",96961013,Deb,,Brighton,42.33866,-71.14992,Entire home/apt,150,28,0,,,3,281
40573640,Renovated 2 Bed Sleeps 6 in Boston Victorian Home,266312920,STARS Of,,Brighton,42.33705,-71.15035,Entire home/apt,200,28,0,,,11,317
40577813,"10 beds, Free parking,5min walking to the station.",137467041,Natercia,,Dorchester,42.2985,-71.07867,Entire home/apt,468,2,4,2020-03-08,1.64,1,0
40593640,"NEW! Boston Condo Near MBTA, 3Mi to Fenway! (U1)",41266357,Frank,,Roxbury,42.32008,-71.07528,Entire home/apt,104,3,4,2020-03-01,1.07,3,125
40594409,"NEW! Boston Condo Near MBTA, 3Mi to Fenway ! (U3)",41266357,Frank,,Roxbury,42.31981,-71.07506,Entire home/apt,139,2,7,2020-03-02,1.83,3,134
40613042,Boston Hideaway,314711945,Rachel,,South Boston,42.33306,-71.04988,Entire home/apt,350,2,6,2020-04-12,1.98,1,207
40613245,Back Bay - 10 minute walk from the Prudential,4680036,Thai,,Back Bay,42.35084,-71.08447,Entire home/apt,143,1,3,2020-01-19,0.70,1,17
40617998,"Modern, Newly Renovated 3Bed, 2Bath, Steps to MBTA",31340713,Kama,,Brighton,42.33869,-71.15135,Entire home/apt,220,28,0,,,9,326
40622067,"Cozy, Modern, Newly Renovated 3Bed, 2Bath",266312920,STARS Of,,Brighton,42.33749,-71.15017,Entire home/apt,220,28,0,,,11,326
40669188,Newly Renovated by Harvard Business with Parking,32304279,Charles And Grace,,Allston,42.35934,-71.12667,Entire home/apt,300,2,0,,,4,180
40673057,Lux Bedroom,315550531,Julia,,Dorchester,42.31304,-71.06697,Private room,70,1,1,2020-01-20,0.35,5,178
40673611,Beautiful Bedroom,315550531,Julia,,Dorchester,42.31365,-71.06675,Private room,70,1,1,2020-03-31,1,5,179
40673777,Boston bedroom,315550531,Julia,,Dorchester,42.3115,-71.06858,Private room,70,1,0,,,5,26
40673955,Cozy bedroom,315550531,Julia,,Dorchester,42.3118,-71.06836,Private room,70,1,0,,,5,16
40674186,Private bedroom in Boston,315550531,Julia,,Dorchester,42.31185,-71.06657,Private room,70,1,1,2020-01-12,0.32,5,179
40677987,"Stately, beautiful home",160205390,Linda,,Jamaica Plain,42.30521,-71.13143,Entire home/apt,127,91,0,,,1,180
40696107,"Charlestown 1BR w/ W/D in unit, Gym by Blueground",107434423,Blueground,,Charlestown,42.37732,-71.0501,Entire home/apt,149,32,0,,,134,0
40696219,Hip Back Bay Studio w/ W/D near Charles River by Blueground,107434423,Blueground,,Back Bay,42.34948,-71.0896,Entire home/apt,117,32,0,,,134,0
40696264,"Mod East Boston 1BR w/ W/D in-unit, nr. Piers Park, by Blueground",107434423,Blueground,,East Boston,42.36738,-71.03648,Entire home/apt,102,32,0,,,134,1
40696307,"Mod East Boston Studio w/ W/D in unit, nr. Piers Park, by Blueground",107434423,Blueground,,East Boston,42.36738,-71.03648,Entire home/apt,198,32,0,,,134,0
40696361,Fenway 1BR w/ W/D in building near Fenway Park by Blueground,107434423,Blueground,,Fenway,42.34105,-71.09957,Entire home/apt,117,32,0,,,134,0
40699545,Private Studio Apartment South End!,315893621,Taylor,,South End,42.34191,-71.07539,Entire home/apt,80,3,3,2020-03-08,0.74,17,138
40702228,Modern Furnished 2BR in Boston Near Metro,48005494,Zeus,,Back Bay,42.3461,-71.07939,Entire home/apt,281,31,0,,,28,365
40702919,"Stylish, Central 2BR Near Boston Metro",48005494,Zeus,,Back Bay,42.34681,-71.07982,Entire home/apt,285,31,0,,,28,365
40703364,Tremont Studio Perfect For Business Stays!,315893621,Taylor,,South End,42.34112,-71.07607,Entire home/apt,75,2,9,2020-03-02,2.50,17,143
40703830,Special Little Place Studio in Heart of South End!,315893621,Taylor,,South End,42.34187,-71.07692,Entire home/apt,80,3,11,2020-03-17,2.84,17,118
40704228,Studio for Peace and Quiet Stay! South End!,315893621,Taylor,,South End,42.34098,-71.07716,Entire home/apt,90,3,12,2020-03-15,2.93,17,165
40704449,Just Perfect For You! Tremont Studio!,315893621,Taylor,,South End,42.34096,-71.07547,Entire home/apt,80,3,8,2020-03-09,2.31,17,125
40704541,SE Studio So Sunny You'll Need Shades!,315893621,Taylor,,South End,42.34243,-71.07547,Entire home/apt,75,3,11,2020-03-08,2.66,17,149
40704606,Adorable Sweet Studio For A Quiet Comfy Stay!,315893621,Taylor,,South End,42.33802,-71.0775,Entire home/apt,80,3,8,2020-03-01,2.11,17,160
40704797,Worcester Second Floor Studio,315893621,Taylor,,South End,42.3385,-71.07626,Entire home/apt,80,3,5,2020-03-01,1.58,17,128
40704890,"Luxury,Cozy 2 bed apt Boston",315549502,Leo,,Roxbury,42.31527,-71.07771,Entire home/apt,165,1,13,2020-03-28,3.61,1,115
40704981,South End Sunny Quiet street Studio,315893621,Taylor,,South End,42.33942,-71.07806,Entire home/apt,80,3,16,2020-03-12,4.00,17,120
40705116,Cozy South End Studio,315893621,Taylor,,South End,42.33961,-71.07727,Entire home/apt,80,3,7,2020-03-08,1.79,17,152
40721936,Worcester Bright and Clean Studio,315893621,Taylor,,South End,42.3379,-71.07801,Entire home/apt,80,3,4,2020-02-16,1.05,17,164
40722042,South End Sunny Bright Studio,315893621,Taylor,,South End,42.33989,-71.0777,Entire home/apt,80,3,7,2020-03-01,1.86,17,161
40722629,Luxury Studio In The South End,315893621,Taylor,,South End,42.33986,-71.0765,Entire home/apt,80,3,6,2020-03-15,1.57,17,152
40722981,First Floor Tremont Suite,315893621,Taylor,,South End,42.34211,-71.07602,Entire home/apt,80,3,2,2020-03-07,0.94,17,130
40723172,Perfect South End Studio,315893621,Taylor,,South End,42.33992,-71.07597,Entire home/apt,80,3,7,2020-03-01,1.93,17,150
40723247,Top Floor Quiet And Clean Studio,315893621,Taylor,,South End,42.33912,-71.07791,Entire home/apt,80,3,8,2020-03-02,2.09,17,132
40723334,Stunning Quaint South End Studio!!,315893621,Taylor,,South End,42.33851,-71.0766,Entire home/apt,80,3,4,2020-03-10,0.96,17,133
40728775,"201 Book Today, Stay This Spring/Summer",316148588,TemplePlace,,Downtown,42.35574,-71.06125,Private room,150,2,8,2020-03-14,2.11,6,0
40729917,"Lovely 1BR in Boston, Near Metro + Pet-Friendly",48005494,Zeus,,Downtown,42.36699,-71.06427,Entire home/apt,180,31,0,,,28,365
40730006,"Lovely Studio in Boston, Near Metro + Pet-Friendly",48005494,Zeus,,Downtown,42.36512,-71.06265,Entire home/apt,114,31,0,,,28,365
40730119,"Lovely Studio in Boston, Pet-Friendly + Near Metro",48005494,Zeus,,Downtown,42.36625,-71.06228,Entire home/apt,177,31,0,,,28,359
40747299,"Kingston Street, 1bd Service Dwtwn Financial Area*",22541573,Ken,,Chinatown,42.35137,-71.05954,Entire home/apt,239,91,0,,,18,365
40748478,202 Book Now For Fall Residency!,316148588,TemplePlace,,Downtown,42.35488,-71.06193,Private room,150,2,2,2020-02-28,0.57,6,331
40748674,203 Great Monthly Discounts!,316148588,TemplePlace,,Downtown,42.35467,-71.06119,Private room,150,2,3,2020-03-01,0.76,6,318
40752619,Cozy renewed 1 bedroom in Allston,158569218,Yujia,,Allston,42.34787,-71.13389,Entire home/apt,63,91,0,,,1,90
40755444,"303 Perfect Boston Stay Awaits, Affordable!",316148588,TemplePlace,,Downtown,42.35479,-71.06104,Private room,150,2,5,2020-03-15,1.74,6,108
40755577,305 - Low Winter Prices - Stay TONIGHT!,316148588,TemplePlace,,Downtown,42.3559,-71.06237,Private room,150,2,5,2020-02-26,1.61,6,0
40755638,210 Recently Updated - Stay Now!,316148588,TemplePlace,,Downtown,42.35577,-71.06144,Private room,155,2,4,2020-02-23,1.11,6,0
40756256,The Biltmore Bedroom A | 1BR 2BA | Walk to the OrangeLine!,71783,Lance,,Jamaica Plain,42.31321,-71.10815,Private room,46,30,0,,,39,263
40760132,Entire apartment- 4 beds- Heaven on Earth,26098645,Manuela,,Dorchester,42.32173,-71.06141,Entire home/apt,200,1,1,2020-01-18,0.34,10,270
40766803,"Hip East Boston Studio w/ W/D in unit, nr. Piers Park, by Blueground",107434423,Blueground,,East Boston,42.36738,-71.03648,Entire home/apt,125,32,0,,,134,0
40777648,"62/R1 COZY, SUNNY ROOM. CENTER OF BOSTON BU/BC/MIT",215617803,Zuzu,,Allston,42.35045,-71.13307,Private room,110,1,1,2020-02-17,0.52,15,365
40779678,The Biltmore Bedroom B | 1B 2BA | Walk to OrangeLine and Whole Foods!,71783,Lance,,Jamaica Plain,42.31321,-71.10815,Private room,51,30,0,,,39,164
40780024,"Nice, new renovated room, green color",26098645,Manuela,,Dorchester,42.32199,-71.06102,Private room,45,5,9,2020-03-29,2.27,10,17
40801809,"3-44 Last Minute Stays, Flexible Cancellations!",285344759,Bv,,Bay Village,42.34916,-71.06875,Private room,124,2,8,2020-02-29,2.42,34,169
40801949,"3-24 - Winter Savings, Flexible Cancellations!",285344759,Bv,,Bay Village,42.34947,-71.07077,Private room,124,2,8,2020-03-09,2.61,34,169
40802120,3-B1 Flexible Cancellations & New Room Specials!,285344759,Bv,,Bay Village,42.34864,-71.06877,Entire home/apt,165,2,9,2020-03-16,2.35,34,108
40803044,"62/R3 COZY, SUNNY ROOM. CENTER OF BOSTON BU/BC/MIT",215617803,Zuzu,,Allston,42.35077,-71.13446,Private room,110,1,1,2020-02-22,0.57,15,360
40803825,"62/R2 COZY, SUNNY ROOM. CENTER OF BOSTON BU/BC/MIT",215617803,Zuzu,,Allston,42.35073,-71.13257,Private room,110,1,2,2020-03-01,0.69,15,359
40810696,Perfect set up for a single night,26098645,Manuela,,Dorchester,42.32027,-71.06291,Private room,33,2,7,2020-03-22,2.02,10,90
40810928,"Private room, space to rest and good sleep",26098645,Manuela,,Dorchester,42.32065,-71.06258,Private room,55,5,11,2020-03-14,3.24,10,90
40825427,"62/R5 COZY, SUNNY ROOM. CENTER OF BOSTON BU/BC/MIT",215617803,Zuzu,,Allston,42.3521,-71.13246,Private room,110,1,0,,,15,365
40826082,Studio/Private Kitchen close to Downtown Boston,215617803,Zuzu,,Dorchester,42.31923,-71.06653,Private room,110,91,0,,,15,365
40842632,143-31 Small Affordable Studio in Boston!,285344759,Bv,,Bay Village,42.3489,-71.06992,Private room,129,2,2,2020-01-18,0.62,34,169
40842969,Homely retreat w/ Self Check-in & Free Parking,98242328,Kofi,,Dorchester,42.29676,-71.07731,Entire home/apt,183,7,0,,,1,90
40843926,3-1 Studio in Boston with Flexible Cancellations!,285344759,Bv,,Bay Village,42.34935,-71.06952,Private room,140,2,7,2020-03-12,2.12,34,167
40844429,Spacious Executive Suites in Downtown Boston,207623401,Venn,,Downtown,42.35198,-71.06468,Entire home/apt,125,2,6,2020-03-09,1.78,3,71
40844698,3-23 New and with Flexible Cancellation Studio!,285344759,Bv,,Bay Village,42.3488,-71.06925,Private room,140,2,4,2020-03-01,1.10,34,169
40845057,5-42 Studio for Two with Flexible Cancellation!,285344759,Bv,,Bay Village,42.3482,-71.06928,Private room,140,2,6,2020-03-12,2.47,34,108
40860494,Spacious Full Room in North End,297860058,June,,North End,42.36348,-71.05698,Private room,69,30,0,,,86,245
40861337,Spacious Queen Room in Brighton,297860058,June,,Brighton,42.341,-71.1443,Private room,50,91,0,,,86,364
40864714,Luxury South End Boston,111991967,Natalie,,South End,42.34456,-71.06349,Private room,89,91,0,,,2,364
40867477,Private room in a quiet neighborhood,228246550,Dolsie,,Dorchester,42.29819,-71.06865,Private room,80,2,1,2020-03-01,0.67,1,360
40882667,5-43 Welcoming Room with Flexible Cancellation!,285344759,Bv,,Bay Village,42.34904,-71.07067,Private room,140,2,6,2020-03-01,1.89,34,108
40883920,5-B2 Flexible Cancellation and New Room Specials!,285344759,Bv,,Back Bay,42.34961,-71.07085,Entire home/apt,165,2,5,2020-02-26,1.55,34,108
40887559,"Furnished 1BR in Boston, Gym + Pet-Friendly",48005494,Zeus,,Back Bay,42.34925,-71.0826,Entire home/apt,172,31,0,,,28,348
40890858,JP House on the Hill,318457568,Sophie,,Jamaica Plain,42.30605,-71.11593,Entire home/apt,175,2,4,2020-03-15,1.18,1,90
40895895,Spacious Heaven room,227889113,Lee,,Dorchester,42.29907,-71.08106,Private room,100,3,0,,,4,298
